UID	set	resource	cell_line_name	time	2D_3D	stimuli	compound_name_1	dosage_1	compound_name_2	dosage_2	compound_name_3	dosage_3	compound_name_4	dosage_4
set68_347	set68	Gordon B. Mills	MCF7				CARBOPLATIN	10µM						
set68_348	set68	Gordon B. Mills	MCF7				CARBOPLATIN	10µM						
set68_349	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM						
set68_350	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM						
set68_351	set68	Gordon B. Mills	MCF7				PACLITAXEL	10µM						
set68_352	set68	Gordon B. Mills	MCF7				PACLITAXEL	10µM						
set68_633	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM	CARBOPLATIN	2µM				
set68_634	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM	CARBOPLATIN	2µM				
set68_635	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM	CARBOPLATIN	6µM				
set68_636	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.005µM	CARBOPLATIN	6µM				
set68_637	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.01µM	CARBOPLATIN	2µM				
set68_638	set68	Gordon B. Mills	MCF7				PACLITAXEL	0.01µM	CARBOPLATIN	2µM				
set68_423	set68	Gordon B. Mills	T47D				CARBOPLATIN	0.008µM						
set68_424	set68	Gordon B. Mills	T47D				CARBOPLATIN	0.008µM						
set68_441	set68	Gordon B. Mills	T47D				CARBOPLATIN	10µM						
set68_442	set68	Gordon B. Mills	T47D				CARBOPLATIN	10µM						
set68_443	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM						
set68_444	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM						
set68_445	set68	Gordon B. Mills	T47D				PACLITAXEL	0.008µM						
set68_446	set68	Gordon B. Mills	T47D				PACLITAXEL	0.008µM						
set68_705	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM	CARBOPLATIN	0.008µM				
set68_706	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM	CARBOPLATIN	0.008µM				
set68_707	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM	CARBOPLATIN	6µM				
set68_708	set68	Gordon B. Mills	T47D				PACLITAXEL	0.004µM	CARBOPLATIN	6µM				
set68_709	set68	Gordon B. Mills	T47D				PACLITAXEL	0.006µM	CARBOPLATIN	0.008µM				
set68_710	set68	Gordon B. Mills	T47D				PACLITAXEL	0.006µM	CARBOPLATIN	0.008µM				
set69_40	set69	Gordon B. Mills	MCAS	24hr	2D		CONTROL							
set69_41	set69	Gordon B. Mills	MCAS	24hr	2D		CONTROL							
set69_64	set69	Gordon B. Mills	MCAS	48hr	2D		CONTROL							
set69_65	set69	Gordon B. Mills	MCAS	48hr	2D		CONTROL							
set69_88	set69	Gordon B. Mills	MCAS	24hr	3D		CONTROL							
set69_89	set69	Gordon B. Mills	MCAS	24hr	3D		CONTROL							
set69_112	set69	Gordon B. Mills	MCAS	48hr	3D		CONTROL							
set69_113	set69	Gordon B. Mills	MCAS	48hr	3D		CONTROL							
set69_136	set69	Gordon B. Mills	BT474	24hr	2D		CONTROL							
set69_137	set69	Gordon B. Mills	BT474	24hr	2D		CONTROL							
set69_160	set69	Gordon B. Mills	BT474	48hr	2D		CONTROL							
set69_161	set69	Gordon B. Mills	BT474	48hr	2D		CONTROL							
set69_184	set69	Gordon B. Mills	BT474	24hr	3D		CONTROL							
set69_185	set69	Gordon B. Mills	BT474	24hr	3D		CONTROL							
set69_207	set69	Gordon B. Mills	BT474	48hr	3D		CONTROL							
set69_208	set69	Gordon B. Mills	BT474	48hr	3D		CONTROL							
set69_603	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_604	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_605	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_628	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_629	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_630	set69	Joan Brugge	MCAS			WIT EGF	DMSO							
set69_34	set69	Gordon B. Mills	MCAS	24hr	2D		DACTOLISIB							
set69_35	set69	Gordon B. Mills	MCAS	24hr	2D		DACTOLISIB							
set69_36	set69	Gordon B. Mills	MCAS	24hr	2D		RAPAMYCIN	62.5						
set69_37	set69	Gordon B. Mills	MCAS	24hr	2D		RAPAMYCIN	62.5						
set69_38	set69	Gordon B. Mills	MCAS	24hr	2D		RAPAMYCIN	1.0						
set69_39	set69	Gordon B. Mills	MCAS	24hr	2D		RAPAMYCIN	1.0						
set69_58	set69	Gordon B. Mills	MCAS	48hr	2D		DACTOLISIB							
set69_59	set69	Gordon B. Mills	MCAS	48hr	2D		DACTOLISIB							
set69_60	set69	Gordon B. Mills	MCAS	48hr	2D		RAPAMYCIN	62.5						
set69_61	set69	Gordon B. Mills	MCAS	48hr	2D		RAPAMYCIN	62.5						
set69_62	set69	Gordon B. Mills	MCAS	48hr	2D		RAPAMYCIN	1.0						
set69_63	set69	Gordon B. Mills	MCAS	48hr	2D		RAPAMYCIN	1.0						
set69_82	set69	Gordon B. Mills	MCAS	24hr	3D		DACTOLISIB							
set69_83	set69	Gordon B. Mills	MCAS	24hr	3D		DACTOLISIB							
set69_84	set69	Gordon B. Mills	MCAS	24hr	3D		RAPAMYCIN	62.5						
set69_85	set69	Gordon B. Mills	MCAS	24hr	3D		RAPAMYCIN	62.5						
set69_86	set69	Gordon B. Mills	MCAS	24hr	3D		RAPAMYCIN	1.0						
set69_87	set69	Gordon B. Mills	MCAS	24hr	3D		RAPAMYCIN	1.0						
set69_106	set69	Gordon B. Mills	MCAS	48hr	3D		DACTOLISIB							
set69_107	set69	Gordon B. Mills	MCAS	48hr	3D		DACTOLISIB							
set69_108	set69	Gordon B. Mills	MCAS	48hr	3D		RAPAMYCIN	62.5						
set69_109	set69	Gordon B. Mills	MCAS	48hr	3D		RAPAMYCIN	62.5						
set69_110	set69	Gordon B. Mills	MCAS	48hr	3D		RAPAMYCIN	1.0						
set69_111	set69	Gordon B. Mills	MCAS	48hr	3D		RAPAMYCIN	1.0						
set69_130	set69	Gordon B. Mills	BT474	24hr	2D		DACTOLISIB							
set69_131	set69	Gordon B. Mills	BT474	24hr	2D		DACTOLISIB							
set69_132	set69	Gordon B. Mills	BT474	24hr	2D		RAPAMYCIN	62.5						
set69_133	set69	Gordon B. Mills	BT474	24hr	2D		RAPAMYCIN	62.5						
set69_134	set69	Gordon B. Mills	BT474	24hr	2D		RAPAMYCIN	1.0						
set69_135	set69	Gordon B. Mills	BT474	24hr	2D		RAPAMYCIN	1.0						
set69_154	set69	Gordon B. Mills	BT474	48hr	2D		DACTOLISIB							
set69_155	set69	Gordon B. Mills	BT474	48hr	2D		DACTOLISIB							
set69_156	set69	Gordon B. Mills	BT474	48hr	2D		RAPAMYCIN	62.5						
set69_157	set69	Gordon B. Mills	BT474	48hr	2D		RAPAMYCIN	62.5						
set69_158	set69	Gordon B. Mills	BT474	48hr	2D		RAPAMYCIN	1.0						
set69_159	set69	Gordon B. Mills	BT474	48hr	2D		RAPAMYCIN	1.0						
set69_178	set69	Gordon B. Mills	BT474	24hr	3D		DACTOLISIB							
set69_179	set69	Gordon B. Mills	BT474	24hr	3D		DACTOLISIB							
set69_180	set69	Gordon B. Mills	BT474	24hr	3D		RAPAMYCIN	62.5						
set69_181	set69	Gordon B. Mills	BT474	24hr	3D		RAPAMYCIN	62.5						
set69_182	set69	Gordon B. Mills	BT474	24hr	3D		RAPAMYCIN	1.0						
set69_183	set69	Gordon B. Mills	BT474	24hr	3D		RAPAMYCIN	1.0						
set69_202	set69	Gordon B. Mills	BT474	48hr	3D		DACTOLISIB							
set69_203	set69	Gordon B. Mills	BT474	48hr	3D		DACTOLISIB							
set69_204	set69	Gordon B. Mills	BT474	48hr	3D		RAPAMYCIN	62.5						
set69_205	set69	Gordon B. Mills	BT474	48hr	3D		RAPAMYCIN	1.0						
set69_206	set69	Gordon B. Mills	BT474	48hr	3D		RAPAMYCIN	1.0						
set69_606	set69	Joan Brugge	MCAS			WIT EGF	PICTILISIB							
set69_607	set69	Joan Brugge	MCAS			WIT EGF	PICTILISIB							
set69_608	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set69_625	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set69_626	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set69_627	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set69_631	set69	Joan Brugge	MCAS			WIT EGF	PICTILISIB							
set69_632	set69	Joan Brugge	MCAS			WIT EGF	PICTILISIB							
set69_649	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set69_650	set69	Joan Brugge	MCAS			WIT EGF	GNE493							
set72_25	set72	Gordon B. Mills	HCC1954	24hr	2D		CONTROL							
set72_26	set72	Gordon B. Mills	HCC1954	24hr	2D		CONTROL							
set72_29	set72	Gordon B. Mills	BT474	24hr	2D		CONTROL							
set72_30	set72	Gordon B. Mills	BT474	24hr	2D		CONTROL							
set72_49	set72	Gordon B. Mills	SKBR3	24hr	2D		CONTROL							
set72_50	set72	Gordon B. Mills	SKBR3	24hr	2D		CONTROL							
set72_53	set72	Gordon B. Mills	MCAS	24hr	2D		CONTROL							
set72_54	set72	Gordon B. Mills	MCAS	24hr	2D		CONTROL							
set72_73	set72	Gordon B. Mills	OV2008	24hr	2D		CONTROL							
set72_74	set72	Gordon B. Mills	OV2008	24hr	2D		CONTROL							
set72_77	set72	Gordon B. Mills	HCC1954	48hr	2D		CONTROL							
set72_78	set72	Gordon B. Mills	HCC1954	48hr	2D		CONTROL							
set72_97	set72	Gordon B. Mills	BT474	48hr	2D		CONTROL							
set72_98	set72	Gordon B. Mills	BT474	48hr	2D		CONTROL							
set72_101	set72	Gordon B. Mills	SKBR3	48hr	2D		CONTROL							
set72_102	set72	Gordon B. Mills	SKBR3	48hr	2D		CONTROL							
set72_121	set72	Gordon B. Mills	MCAS	48hr	2D		CONTROL							
set72_122	set72	Gordon B. Mills	MCAS	48hr	2D		CONTROL							
set72_125	set72	Gordon B. Mills	OV2008	48hr	2D		CONTROL							
set72_126	set72	Gordon B. Mills	OV2008	48hr	2D		CONTROL							
set72_145	set72	Gordon B. Mills	HCC1954	24hr	3D		CONTROL							
set72_146	set72	Gordon B. Mills	HCC1954	24hr	3D		CONTROL							
set72_149	set72	Gordon B. Mills	BT474	24hr	3D		CONTROL							
set72_150	set72	Gordon B. Mills	BT474	24hr	3D		CONTROL							
set72_169	set72	Gordon B. Mills	SKBR3	24hr	3D		CONTROL							
set72_170	set72	Gordon B. Mills	SKBR3	24hr	3D		CONTROL							
set72_173	set72	Gordon B. Mills	MCAS	24hr	3D		CONTROL							
set72_174	set72	Gordon B. Mills	MCAS	24hr	3D		CONTROL							
set72_193	set72	Gordon B. Mills	OV2008	24hr	3D		CONTROL							
set72_194	set72	Gordon B. Mills	OV2008	24hr	3D		CONTROL							
set72_197	set72	Gordon B. Mills	HCC1954	48hr	3D		CONTROL							
set72_198	set72	Gordon B. Mills	HCC1954	48hr	3D		CONTROL							
set72_217	set72	Gordon B. Mills	BT474	48hr	3D		CONTROL							
set72_218	set72	Gordon B. Mills	BT474	48hr	3D		CONTROL							
set72_221	set72	Gordon B. Mills	SKBR3	48hr	3D		CONTROL							
set72_222	set72	Gordon B. Mills	SKBR3	48hr	3D		CONTROL							
set72_241	set72	Gordon B. Mills	MCAS	48hr	3D		CONTROL							
set72_242	set72	Gordon B. Mills	MCAS	48hr	3D		CONTROL							
set72_245	set72	Gordon B. Mills	OV2008	48hr	3D		CONTROL							
set72_246	set72	Gordon B. Mills	OV2008	48hr	3D		CONTROL							
set72_265	set72	Gordon B. Mills	SKOV3	24hr	2D		CONTROL							
set72_266	set72	Gordon B. Mills	SKOV3	24hr	2D		CONTROL							
set72_269	set72	Gordon B. Mills	MDAMB468	24hr	2D		CONTROL							
set72_270	set72	Gordon B. Mills	MDAMB468	24hr	2D		CONTROL							
set72_289	set72	Gordon B. Mills	MCF7	24hr	2D		CONTROL							
set72_290	set72	Gordon B. Mills	MCF7	24hr	2D		CONTROL							
set72_293	set72	Gordon B. Mills	ARK2	24hr	2D		CONTROL							
set72_294	set72	Gordon B. Mills	ARK2	24hr	2D		CONTROL							
set72_313	set72	Gordon B. Mills	ETN1	24hr	2D		CONTROL							
set72_314	set72	Gordon B. Mills	ETN1	24hr	2D		CONTROL							
set72_317	set72	Gordon B. Mills	SKOV3	48hr	2D		CONTROL							
set72_318	set72	Gordon B. Mills	SKOV3	48hr	2D		CONTROL							
set72_337	set72	Gordon B. Mills	MDAMB468	48hr	2D		CONTROL							
set72_338	set72	Gordon B. Mills	MDAMB468	48hr	2D		CONTROL							
set72_341	set72	Gordon B. Mills	MCF7	48hr	2D		CONTROL							
set72_342	set72	Gordon B. Mills	MCF7	48hr	2D		CONTROL							
set72_361	set72	Gordon B. Mills	ARK2	48hr	2D		CONTROL							
set72_362	set72	Gordon B. Mills	ARK2	48hr	2D		CONTROL							
set72_365	set72	Gordon B. Mills	ETN1	48hr	2D		CONTROL							
set72_366	set72	Gordon B. Mills	ETN1	48hr	2D		CONTROL							
set72_385	set72	Gordon B. Mills	SKOV3	24hr	3D		CONTROL							
set72_386	set72	Gordon B. Mills	SKOV3	24hr	3D		CONTROL							
set72_389	set72	Gordon B. Mills	MDAMB468	24hr	3D		CONTROL							
set72_390	set72	Gordon B. Mills	MDAMB468	24hr	3D		CONTROL							
set72_409	set72	Gordon B. Mills	MCF7	24hr	3D		CONTROL							
set72_410	set72	Gordon B. Mills	MCF7	24hr	3D		CONTROL							
set72_413	set72	Gordon B. Mills	ARK2	24hr	3D		CONTROL							
set72_414	set72	Gordon B. Mills	ARK2	24hr	3D		CONTROL							
set72_433	set72	Gordon B. Mills	ETN1	24hr	3D		CONTROL							
set72_434	set72	Gordon B. Mills	ETN1	24hr	3D		CONTROL							
set72_437	set72	Gordon B. Mills	SKOV3	48hr	3D		CONTROL							
set72_438	set72	Gordon B. Mills	SKOV3	48hr	3D		CONTROL							
set72_457	set72	Gordon B. Mills	MDAMB468	48hr	3D		CONTROL							
set72_458	set72	Gordon B. Mills	MDAMB468	48hr	3D		CONTROL							
set72_461	set72	Gordon B. Mills	MCF7	48hr	3D		CONTROL							
set72_462	set72	Gordon B. Mills	MCF7	48hr	3D		CONTROL							
set72_481	set72	Gordon B. Mills	ARK2	48hr	3D		CONTROL							
set72_482	set72	Gordon B. Mills	ARK2	48hr	3D		CONTROL							
set72_485	set72	Gordon B. Mills	ETN1	48hr	3D		CONTROL							
set72_486	set72	Gordon B. Mills	ETN1	48hr	3D		CONTROL							
set72_922	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_925	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_946	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_949	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_970	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_973	set72	Joan Brugge	A375	0hr		NRG	PLX4032							
set72_994	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_997	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_1018	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_1021	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_1042	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_1045	set72	Joan Brugge	1205LU	0hr		NRG	PLX4032							
set72_27	set72	Gordon B. Mills	HCC1954	24hr	2D		SAPITINIB	6uM						
set72_28	set72	Gordon B. Mills	HCC1954	24hr	2D		SAPITINIB	6uM						
set72_31	set72	Gordon B. Mills	BT474	24hr	2D		SAPITINIB	1uM						
set72_32	set72	Gordon B. Mills	BT474	24hr	2D		SAPITINIB	1uM						
set72_51	set72	Gordon B. Mills	SKBR3	24hr	2D		SAPITINIB	0.5uM						
set72_52	set72	Gordon B. Mills	SKBR3	24hr	2D		SAPITINIB	0.5uM						
set72_55	set72	Gordon B. Mills	MCAS	24hr	2D		SAPITINIB	10uM						
set72_56	set72	Gordon B. Mills	MCAS	24hr	2D		SAPITINIB	10uM						
set72_75	set72	Gordon B. Mills	OV2008	24hr	2D		SAPITINIB	0.25uM						
set72_76	set72	Gordon B. Mills	OV2008	24hr	2D		SAPITINIB	0.25uM						
set72_79	set72	Gordon B. Mills	HCC1954	48hr	2D		SAPITINIB	6uM						
set72_80	set72	Gordon B. Mills	HCC1954	48hr	2D		SAPITINIB	6uM						
set72_99	set72	Gordon B. Mills	BT474	48hr	2D		SAPITINIB	1uM						
set72_100	set72	Gordon B. Mills	BT474	48hr	2D		SAPITINIB	1uM						
set72_103	set72	Gordon B. Mills	SKBR3	48hr	2D		SAPITINIB	0.5uM						
set72_104	set72	Gordon B. Mills	SKBR3	48hr	2D		SAPITINIB	0.5uM						
set72_123	set72	Gordon B. Mills	MCAS	48hr	2D		SAPITINIB	10uM						
set72_124	set72	Gordon B. Mills	MCAS	48hr	2D		SAPITINIB	10uM						
set72_127	set72	Gordon B. Mills	OV2008	48hr	2D		SAPITINIB	0.25uM						
set72_128	set72	Gordon B. Mills	OV2008	48hr	2D		SAPITINIB	0.25uM						
set72_147	set72	Gordon B. Mills	HCC1954	24hr	3D		SAPITINIB	6uM						
set72_148	set72	Gordon B. Mills	HCC1954	24hr	3D		SAPITINIB	6uM						
set72_151	set72	Gordon B. Mills	BT474	24hr	3D		SAPITINIB	1uM						
set72_152	set72	Gordon B. Mills	BT474	24hr	3D		SAPITINIB	1uM						
set72_171	set72	Gordon B. Mills	SKBR3	24hr	3D		SAPITINIB	0.5uM						
set72_172	set72	Gordon B. Mills	SKBR3	24hr	3D		SAPITINIB	0.5uM						
set72_175	set72	Gordon B. Mills	MCAS	24hr	3D		SAPITINIB	10uM						
set72_176	set72	Gordon B. Mills	MCAS	24hr	3D		SAPITINIB	10uM						
set72_195	set72	Gordon B. Mills	OV2008	24hr	3D		SAPITINIB	0.25uM						
set72_196	set72	Gordon B. Mills	OV2008	24hr	3D		SAPITINIB	0.25uM						
set72_199	set72	Gordon B. Mills	HCC1954	48hr	3D		SAPITINIB	6uM						
set72_200	set72	Gordon B. Mills	HCC1954	48hr	3D		SAPITINIB	6uM						
set72_219	set72	Gordon B. Mills	BT474	48hr	3D		SAPITINIB	1uM						
set72_220	set72	Gordon B. Mills	BT474	48hr	3D		SAPITINIB	1uM						
set72_223	set72	Gordon B. Mills	SKBR3	48hr	3D		SAPITINIB	0.5uM						
set72_224	set72	Gordon B. Mills	SKBR3	48hr	3D		SAPITINIB	0.5uM						
set72_243	set72	Gordon B. Mills	MCAS	48hr	3D		SAPITINIB	10uM						
set72_244	set72	Gordon B. Mills	MCAS	48hr	3D		SAPITINIB	10uM						
set72_247	set72	Gordon B. Mills	OV2008	48hr	3D		SAPITINIB	0.25uM						
set72_248	set72	Gordon B. Mills	OV2008	48hr	3D		SAPITINIB	0.25uM						
set72_267	set72	Gordon B. Mills	SKOV3	24hr	2D		SAPITINIB	10uM						
set72_268	set72	Gordon B. Mills	SKOV3	24hr	2D		SAPITINIB	10uM						
set72_271	set72	Gordon B. Mills	MDAMB468	24hr	2D		SAPITINIB	1uM						
set72_272	set72	Gordon B. Mills	MDAMB468	24hr	2D		SAPITINIB	1uM						
set72_291	set72	Gordon B. Mills	MCF7	24hr	2D		SAPITINIB	10uM						
set72_292	set72	Gordon B. Mills	MCF7	24hr	2D		SAPITINIB	10uM						
set72_295	set72	Gordon B. Mills	ARK2	24hr	2D		SAPITINIB	0.1uM						
set72_296	set72	Gordon B. Mills	ARK2	24hr	2D		SAPITINIB	0.1uM						
set72_315	set72	Gordon B. Mills	ETN1	24hr	2D		SAPITINIB	5uM						
set72_316	set72	Gordon B. Mills	ETN1	24hr	2D		SAPITINIB	5uM						
set72_319	set72	Gordon B. Mills	SKOV3	48hr	2D		SAPITINIB	10uM						
set72_320	set72	Gordon B. Mills	SKOV3	48hr	2D		SAPITINIB	10uM						
set72_339	set72	Gordon B. Mills	MDAMB468	48hr	2D		SAPITINIB	1uM						
set72_340	set72	Gordon B. Mills	MDAMB468	48hr	2D		SAPITINIB	1uM						
set72_343	set72	Gordon B. Mills	MCF7	48hr	2D		SAPITINIB	10uM						
set72_344	set72	Gordon B. Mills	MCF7	48hr	2D		SAPITINIB	10uM						
set72_363	set72	Gordon B. Mills	ARK2	48hr	2D		SAPITINIB	0.1uM						
set72_364	set72	Gordon B. Mills	ARK2	48hr	2D		SAPITINIB	0.1uM						
set72_367	set72	Gordon B. Mills	ETN1	48hr	2D		SAPITINIB	5uM						
set72_368	set72	Gordon B. Mills	ETN1	48hr	2D		SAPITINIB	5uM						
set72_387	set72	Gordon B. Mills	SKOV3	24hr	3D		SAPITINIB	10uM						
set72_388	set72	Gordon B. Mills	SKOV3	24hr	3D		SAPITINIB	10uM						
set72_391	set72	Gordon B. Mills	MDAMB468	24hr	3D		SAPITINIB	1uM						
set72_392	set72	Gordon B. Mills	MDAMB468	24hr	3D		SAPITINIB	1uM						
set72_411	set72	Gordon B. Mills	MCF7	24hr	3D		SAPITINIB	10uM						
set72_412	set72	Gordon B. Mills	MCF7	24hr	3D		SAPITINIB	10uM						
set72_415	set72	Gordon B. Mills	ARK2	24hr	3D		SAPITINIB	0.1uM						
set72_416	set72	Gordon B. Mills	ARK2	24hr	3D		SAPITINIB	0.1uM						
set72_435	set72	Gordon B. Mills	ETN1	24hr	3D		SAPITINIB	5uM						
set72_436	set72	Gordon B. Mills	ETN1	24hr	3D		SAPITINIB	5uM						
set72_439	set72	Gordon B. Mills	SKOV3	48hr	3D		SAPITINIB	10uM						
set72_440	set72	Gordon B. Mills	SKOV3	48hr	3D		SAPITINIB	10uM						
set72_459	set72	Gordon B. Mills	MDAMB468	48hr	3D		SAPITINIB	1uM						
set72_460	set72	Gordon B. Mills	MDAMB468	48hr	3D		SAPITINIB	1uM						
set72_463	set72	Gordon B. Mills	MCF7	48hr	3D		SAPITINIB	10uM						
set72_464	set72	Gordon B. Mills	MCF7	48hr	3D		SAPITINIB	10uM						
set72_483	set72	Gordon B. Mills	ARK2	48hr	3D		SAPITINIB	0.1uM						
set72_484	set72	Gordon B. Mills	ARK2	48hr	3D		SAPITINIB	0.1uM						
set72_487	set72	Gordon B. Mills	ETN1	48hr	3D		SAPITINIB	5uM						
set72_488	set72	Gordon B. Mills	ETN1	48hr	3D		SAPITINIB	5uM						
set72_923	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_926	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_947	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_950	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_971	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_974	set72	Joan Brugge	A375	15min		NRG	VEMURAFENIB							
set72_924	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_927	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_948	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_951	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_972	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_975	set72	Joan Brugge	A375	24hr		NRG	VEMURAFENIB							
set72_995	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_998	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_1019	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_1022	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_1043	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_1046	set72	Joan Brugge	1205LU	15min		NRG	VEMURAFENIB							
set72_996	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set72_999	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set72_1020	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set72_1023	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set72_1044	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set72_1047	set72	Joan Brugge	1205LU	24hr		NRG	VEMURAFENIB							
set75_25	set75	Joan Brugge	MCAS				DMSO							
set75_26	set75	Joan Brugge	MCAS				DMSO							
set75_29	set75	Joan Brugge	MCAS			WIT-YZ	DMSO							
set75_30	set75	Joan Brugge	MCAS			WIT-YZ	DMSO							
set75_27	set75	Joan Brugge	MCAS				PICTILISIB							
set75_28	set75	Joan Brugge	MCAS				GNE493							
set75_31	set75	Joan Brugge	MCAS			WIT-YZ	PICTILISIB							
set75_32	set75	Joan Brugge	MCAS			WIT-YZ	PICTILISIB							
set75_49	set75	Joan Brugge	MCAS			WIT-YZ	GNE493							
set75_50	set75	Joan Brugge	MCAS			WIT-YZ	GNE493							
set76_195	set76	Meenhard Herlyn	FIBROBLASTS				DMSO							
set76_196	set76	Meenhard Herlyn	FIBROBLASTS				DMSO							
set76_197	set76	Meenhard Herlyn	FIBROBLASTS				DMSO							
set76_217	set76	Meenhard Herlyn	451LU				DMSO							
set76_218	set76	Meenhard Herlyn	451LU				DMSO							
set76_486	set76	Meenhard Herlyn	451LU				DMSO							
set76_487	set76	Meenhard Herlyn	451LU				DMSO							
set76_488	set76	Meenhard Herlyn	451LU				DMSO							
set76_224	set76	Meenhard Herlyn	1205LU				DMSO							
set76_441	set76	Meenhard Herlyn	1205LU				DMSO							
set76_457	set76	Meenhard Herlyn	1205LU				DMSO							
set76_458	set76	Meenhard Herlyn	1205LU				DMSO							
set76_243	set76	Meenhard Herlyn	WM983B				DMSO							
set76_244	set76	Meenhard Herlyn	WM983B				DMSO							
set76_245	set76	Meenhard Herlyn	WM983B				DMSO							
set76_465	set76	Meenhard Herlyn	SKMEL28				DMSO							
set76_481	set76	Meenhard Herlyn	SKMEL28				DMSO							
set76_482	set76	Meenhard Herlyn	SKMEL28				DMSO							
set76_510	set76	Meenhard Herlyn	WM3451				DMSO							
set76_511	set76	Meenhard Herlyn	WM3451				DMSO							
set76_512	set76	Meenhard Herlyn	WM3451				DMSO							
set76_534	set76	Meenhard Herlyn	WM1366				DMSO							
set76_535	set76	Meenhard Herlyn	WM1366				DMSO							
set76_536	set76	Meenhard Herlyn	WM1366				DMSO							
set76_558	set76	Meenhard Herlyn	WM1366				DMSO							
set76_559	set76	Meenhard Herlyn	WM1366				DMSO							
set76_560	set76	Meenhard Herlyn	WM1366				DMSO							
set76_582	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_583	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_584	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_630	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_631	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_632	set76	Meenhard Herlyn	1205LU_PLKO				DMSO							
set76_606	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_607	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_608	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_633	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_649	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_650	set76	Meenhard Herlyn	1205LU_TRCN1590				DMSO							
set76_198	set76	Meenhard Herlyn	FIBROBLASTS				SGI-1776							
set76_199	set76	Meenhard Herlyn	FIBROBLASTS				SGI-1776							
set76_200	set76	Meenhard Herlyn	FIBROBLASTS				SGI-1776							
set76_219	set76	Meenhard Herlyn	451LU				SGI-1776							
